Kingdom,Phylum,Class,Order,Family,Genus,S1,S2,S3,S4,S5,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S19,S20,S21,S22
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Microstromatales_fam_Incertae_sedis,g__Pseudomicrostroma,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Quambalariaceae,g__Quambalaria,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Robbauerales,f__Robbaueraceae,g__Robbauera,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,4261,4877,5376,1862,4559,2863,7077,2011,2461,1613,435,702,2672,1145,360,4618,3079,21874,10284,19026
k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malasseziaceae_gen_Incertae_sedis,108,0,48,0,307,0,0,0,0,0,43,0,666,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Kriegeriales,f__Kriegeriaceae,g__Phenoliferia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,g__Chrysozyma,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Microbotryomycetes_fam_Incertae_sedis,g__Curvibasidium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,0,0,0,0,52,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,0,141,0,0,0,0,0,0,621,226,0,307,0,0,0,0,262,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,234,0,0,0,0,0,0,0,78,69,57,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidiaceae_gen_Incertae_sedis,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Itersonilia,0,0,0,0,0,0,3,0,0,90,0,0,0,3,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,1018,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakiaceae_gen_Incertae_sedis,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,0,75,1694,0,1254,0,1136,0,505,513,385,0,0,0,0,0,38,778,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,0,0,0,0,0,0,1534,0,0,0,55,0,0,0,0,0,276,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Fonsecazyma,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Genolevuria,0,0,2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,190,0,426,0,0,0,0,0,0,426,0,0,0,0,0,0,292,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,0,0,0,0,0,1312,0,0,0,0,130,0,0,0,0,0,7,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,37,15,2,0,0,0,0,0,0,0,0,43,0,24,13,0,4,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,0,0,46,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,0,0,0,0,0,0,0,0,568,0,31,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Trichosporon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Anthracocystis,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Moesziomyces,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,53,0,90,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,NA,1108,0,1947,0,0,0,346,0,0,362,394,49,0,0,0,0,0,332,809,0
k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,0,28,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,785,0
k__Fungi,p__Basidiomycota,NA,NA,NA,NA,0,0,151,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0
k__Fungi,NA,NA,NA,NA,NA,403,929,1581,0,63,0,0,0,404,522,424,326,3808,0,0,0,305,482,0,0
k__Metazoa,p__Arthropoda,c__Collembola,o__Collembola_ord_Incertae_sedis,f__Sminthuridae,g__Allacma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
k__Metazoa,p__Arthropoda,c__Insecta,o__Psocoptera,f__Liposcelididae,g__Liposcelis,17,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Metazoa,p__Mollusca,c__Bivalvia,o__Ostreoida,f__Pectinidae,g__Mizuhopecten,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Rhizaria,p__Cercozoa,c__Cercozoa_cls_Incertae_sedis,o__Cercozoa_ord_Incertae_sedis,f__Cercozoa_fam_Incertae_sedis,g__Cercozoa_gen_Incertae_sedis,285,730,333,36,153,7,953,63,9,16,204,177,4293,428,520,2912,771,1502,2123,1021
NA,NA,NA,NA,NA,NA,997,2006,5318,9,2267,0,0,0,1497,1033,4515,325,0,923,0,0,0,976,554,135
