Kingdom,Phylum,Class,Order,Family,Genus,Species,S1,S2,S3,S4,S5,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S19,S20,S21,S22
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Leucopaxillus,s__laterarius,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Resupinatus,s__trichotis,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Tricholoma,NA,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Tricholosporum,NA,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Tricholomataceae,g__Xeromphalina,s__brevipes,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Typhulaceae,g__Typhula,s__sclerotioides,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricomycetes_ord_Incertae_sedis,f__Xenasmataceae,g__Xenasmatella,s__christiansenii,0,0,0,0,454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Amylocorticiales,f__Amylocorticiaceae,g__Amyloxenasma,s__allantosporum,0,0,0,0,0,0,0,0,0,0,0,30,0,0,304,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Amylocorticiales,f__Amylocorticiaceae,NA,NA,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Atheliaceae,g__Athelia,NA,0,0,0,0,0,0,0,0,0,0,0,12,0,76,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Tylosporaceae,g__Amphinema,NA,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Tylosporaceae,g__Tylosporaceae_gen_Incertae_sedis,NA,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,NA,NA,NA,0,0,0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,g__Exidiopsis,s__effusa,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Exidiaceae,g__Exidiopsis,NA,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,f__Hyaloriaceae,g__Myxarium,s__hyalinum,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Auriculariales,NA,NA,NA,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Botryobasidiaceae,g__Botryobasidium,s__candicans,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Botryobasidiaceae,g__Botryobasidium,s__subcoronatum,0,0,72,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidiaceae_gen_Incertae_sedis,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,NA,NA,1919,0,398,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Burgoa,NA,0,0,0,3245,0,0,517,0,434,0,33,280,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Sistotrema,s__brinkmannii,0,280,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,578,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Hydnaceae,g__Sistotrema,s__diademiferum,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Limonomyces,s__culmigenus,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Punctulariaceae,g__Punctularia,s__atropurpurascens,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Vuilleminiaceae,g__Vuilleminia,s__alni,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Vuilleminiaceae,g__Vuilleminia,NA,48,0,0,0,0,0,0,0,0,174,0,251,0,0,0,0,227,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Gloeophyllales,f__Gloeophyllaceae,g__Neolentinus,s__kauffmanii,0,0,0,0,0,0,0,0,0,0,0,0,3077,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Gomphales,f__Gomphaceae,NA,NA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Gomphales,f__Lentariaceae,g__Kavinia,NA,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Fuscoporia,s__ferruginosa,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Fuscoporia,s__torulosa,132,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Hymenochaetaceae_gen_Incertae_sedis,NA,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Hymenochaete,s__xerantica,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,938,431,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,g__Phellinus,s__rhamni,0,0,85,98,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetales_fam_Incertae_sedis,g__Hymenochaetales_gen_Incertae_sedis,NA,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetales_fam_Incertae_sedis,g__Trichaptum,NA,0,0,0,0,26,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Rickenellaceae,g__Peniophorella,s__pallida,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Rickenellaceae,g__Peniophorella,s__praetermissa,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Rickenellaceae,g__Peniophorella,s__pubera,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Fasciodontia,s__bugellensis,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Hyphodontia,s__arguta,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Hyphodontia,s__pallidula,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Lyomyces,NA,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__crustosus,0,0,2393,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,s__nespori,0,0,0,0,0,0,0,0,0,60,0,80,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Schizoporaceae,g__Xylodon,NA,0,34,79,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Tubulicrinaceae,g__Tubulicrinis,s__calothrix,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Cerrenaceae,g__Cerrena,s__aurantiopora,0,249,0,0,0,0,0,0,0,0,0,293,0,0,0,967,0,389,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Cerrenaceae,g__Cerrena,NA,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Dacryobolaceae,g__Dacryobolus,s__karstenii,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Amyloporia,s__sinuosa,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,891,0,3,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Fibroporia,s__albicans,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Postia,s__undosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Fomitopsidaceae,g__Sarcoporia,s__polyspora,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Incrustoporiaceae,g__Skeletocutis,s__odora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Incrustoporiaceae,g__Skeletocutis,NA,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Meruliopsis,s__faginea,0,0,0,1140,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Irpicaceae,g__Trametopsis,NA,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meripilaceae,g__Rigidoporus,s__cuneatus,0,94,0,0,0,0,0,0,0,0,2,0,0,0,0,236,0,253,0,6
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Mycoacia,s__uda,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phlebia,s__margaritae,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phlebia,s__tremellosa,0,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phlebia,s__tuberculata,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Meruliaceae,g__Phlebia,NA,0,47,61,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Bjerkandera,NA,0,345,0,0,0,0,587,0,0,146,33,0,0,652,0,1437,200,1052,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Phaeophlebiopsis,s__peniophoroides,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Phanerochaete,s__ginnsii,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Phlebiopsis,NA,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Phanerochaetaceae,g__Terana,s__coerulea,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Coriolopsis,s__gallica,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Daedaleopsis,s__confragosa,0,0,0,22,0,0,180,0,0,358,124,0,0,1020,49,0,214,418,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Lenzites,s__betulina,0,317,0,0,0,0,0,0,0,0,4,108,0,0,0,0,0,476,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Perenniporia,NA,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Trametes,s__elegans,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Trametes,s__hirsuta,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Trametes,s__versicolor,65,5057,0,496,151,395,0,0,0,1599,444,217,0,1351,259,5147,0,261,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Trametes,NA,0,0,0,80,0,0,0,0,0,157,16,0,0,0,0,0,0,0,0,4
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporales_fam_Incertae_sedis,g__Crustoderma,s__dryinum,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporales_fam_Incertae_sedis,g__Pycnoporellus,s__fulgens,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Cabalodontia,s__subcretacea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Fibricium,NA,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__litschaueri,0,0,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Steccherinaceae,g__Steccherinum,s__ochraceum,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Metulodontia,s__nivea,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,s__malaiensis,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,s__proxima,147,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,s__simulans,0,0,528,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,NA,0,0,807,0,0,0,0,0,889,296,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,NA,NA,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,NA,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulales_fam_Incertae_sedis,g__Confertobasidium,s__olivaceoalbum,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Stereaceae,g__Stereum,NA,0,156,340,0,31,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__dimitica,0,0,287,176,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,s__invisitata,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Trechisporales,f__Hydnodontaceae,g__Trechispora,NA,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricomycetes,NA,NA,NA,NA,130,0,0,0,0,0,0,0,33,151,38,0,0,0,0,0,189,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Agaricostilbaceae,g__Pseudobensingtonia,NA,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Agaricostilbaceae,g__Sterigmatomyces,s__halophilus,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9453
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Kurtzmanomyces,s__nectairei,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Chionosphaeraceae,g__Kurtzmanomyces,NA,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,s__aeria,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,g__Kondoa,s__yuccicola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0
k__Fungi,p__Basidiomycota,c__Agaricostilbomycetes,o__Agaricostilbales,f__Kondoaceae,NA,NA,0,0,0,352,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiales,f__Cystobasidiaceae,g__Cystobasidium,s__slooffiae,98,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Buckleyzymaceae,g__Buckleyzyma,s__aurantiaca,0,0,0,0,0,0,0,0,0,0,115,0,0,506,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Buckleyzymaceae,g__Buckleyzyma,s__salicina,0,0,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,s__foliicola,0,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Cystobasidiomycetes_ord_Incertae_sedis,f__Symmetrosporaceae,g__Symmetrospora,NA,1089,0,531,0,0,0,0,0,376,0,721,0,0,0,296,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium,NA,0,141,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Entylomatales,f__Entylomataceae,g__Tilletiopsis,s__washingtonensis,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Exobasidiales,f__Exobasidiaceae,g__Exobasidium,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Microstromatales_fam_Incertae_sedis,g__Pseudomicrostroma,NA,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Microstromatales,f__Quambalariaceae,g__Quambalaria,s__cyanescens,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Exobasidiomycetes,o__Robbauerales,f__Robbaueraceae,g__Robbauera,s__albescens,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__globosa,494,129,184,878,1927,968,1631,714,237,148,184,236,0,0,0,0,1301,6974,1810,4450
k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__restricta,3067,3900,4443,984,1826,1530,3875,0,2127,900,140,354,0,1079,0,1858,967,6612,8360,3987
k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,s__sympodialis,0,0,0,0,433,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malassezia,NA,700,848,749,0,373,365,1571,1297,97,565,83,112,2672,66,360,2760,811,8288,114,10589
k__Fungi,p__Basidiomycota,c__Malasseziomycetes,o__Malasseziales,f__Malasseziaceae,g__Malasseziaceae_gen_Incertae_sedis,NA,108,0,48,0,307,0,0,0,0,0,43,0,666,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Kriegeriales,f__Kriegeriaceae,g__Phenoliferia,s__psychrophila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Chrysozymaceae,g__Chrysozyma,s__cylindrica,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Microbotryomycetes_fam_Incertae_sedis,g__Curvibasidium,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,s__colostri,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodosporidiobolus,s__odoratus,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,s__diobovata,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Rhodotorula,NA,0,141,0,0,0,0,0,0,621,0,0,307,0,0,0,0,262,0,0,0
k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Sporidiobolales,f__Sporidiobolaceae,g__Sporobolomyces,NA,234,0,0,0,0,0,0,0,78,69,57,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidiaceae_gen_Incertae_sedis,NA,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
